"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	Population
	"Walton County, GA"	"13297"	"Male"	"M"	46187
"Total"	"Walton County, GA"	"13297"			94593
	"Ware County, GA"	"13299"	"Female"	"F"	17918
	"Ware County, GA"	"13299"	"Male"	"M"	17816
"Total"	"Ware County, GA"	"13299"			35734
	"Warren County, GA"	"13301"	"Female"	"F"	2769
	"Warren County, GA"	"13301"	"Male"	"M"	2485
"Total"	"Warren County, GA"	"13301"			5254
	"Washington County, GA"	"13303"	"Female"	"F"	9962
	"Washington County, GA"	"13303"	"Male"	"M"	10412
"Total"	"Washington County, GA"	"13303"			20374
	"Wayne County, GA"	"13305"	"Female"	"F"	14591
	"Wayne County, GA"	"13305"	"Male"	"M"	15336
"Total"	"Wayne County, GA"	"13305"			29927
	"Webster County, GA"	"13307"	"Female"	"F"	1312
	"Webster County, GA"	"13307"	"Male"	"M"	1295
"Total"	"Webster County, GA"	"13307"			2607
	"Wheeler County, GA"	"13309"	"Female"	"F"	2797
	"Wheeler County, GA"	"13309"	"Male"	"M"	5058
"Total"	"Wheeler County, GA"	"13309"			7855
	"White County, GA"	"13311"	"Female"	"F"	15802
	"White County, GA"	"13311"	"Male"	"M"	14996
"Total"	"White County, GA"	"13311"			30798
	"Whitfield County, GA"	"13313"	"Female"	"F"	52573
	"Whitfield County, GA"	"13313"	"Male"	"M"	52055
"Total"	"Whitfield County, GA"	"13313"			104628
	"Wilcox County, GA"	"13315"	"Female"	"F"	3468
	"Wilcox County, GA"	"13315"	"Male"	"M"	5167
"Total"	"Wilcox County, GA"	"13315"			8635
	"Wilkes County, GA"	"13317"	"Female"	"F"	5108
	"Wilkes County, GA"	"13317"	"Male"	"M"	4669
"Total"	"Wilkes County, GA"	"13317"			9777
	"Wilkinson County, GA"	"13319"	"Female"	"F"	4652
	"Wilkinson County, GA"	"13319"	"Male"	"M"	4302
"Total"	"Wilkinson County, GA"	"13319"			8954
	"Worth County, GA"	"13321"	"Female"	"F"	10540
	"Worth County, GA"	"13321"	"Male"	"M"	9707
"Total"	"Worth County, GA"	"13321"			20247
	"Hawaii County, HI"	"15001"	"Female"	"F"	101865
	"Hawaii County, HI"	"15001"	"Male"	"M"	99648
"Total"	"Hawaii County, HI"	"15001"			201513
	"Honolulu County, HI"	"15003"	"Female"	"F"	484995
	"Honolulu County, HI"	"15003"	"Male"	"M"	489568
"Total"	"Honolulu County, HI"	"15003"			974563
	"Kalawao County, HI"	"15005"	"Female"	"F"	45
	"Kalawao County, HI"	"15005"	"Male"	"M"	41
"Total"	"Kalawao County, HI"	"15005"			86
	"Kauai County, HI"	"15007"	"Female"	"F"	36596
	"Kauai County, HI"	"15007"	"Male"	"M"	35697
"Total"	"Kauai County, HI"	"15007"			72293
	"Maui County, HI"	"15009"	"Female"	"F"	84331
	"Maui County, HI"	"15009"	"Male"	"M"	83086
"Total"	"Maui County, HI"	"15009"			167417
	"Ada County, ID"	"16001"	"Female"	"F"	240455
	"Ada County, ID"	"16001"	"Male"	"M"	241132
"Total"	"Ada County, ID"	"16001"			481587
	"Adams County, ID"	"16003"	"Female"	"F"	2087
	"Adams County, ID"	"16003"	"Male"	"M"	2207
"Total"	"Adams County, ID"	"16003"			4294
	"Bannock County, ID"	"16005"	"Female"	"F"	44158
	"Bannock County, ID"	"16005"	"Male"	"M"	43650
"Total"	"Bannock County, ID"	"16005"			87808
	"Bear Lake County, ID"	"16007"	"Female"	"F"	3056
	"Bear Lake County, ID"	"16007"	"Male"	"M"	3069
"Total"	"Bear Lake County, ID"	"16007"			6125
	"Benewah County, ID"	"16009"	"Female"	"F"	4523
	"Benewah County, ID"	"16009"	"Male"	"M"	4775
"Total"	"Benewah County, ID"	"16009"			9298
	"Bingham County, ID"	"16011"	"Female"	"F"	23497
	"Bingham County, ID"	"16011"	"Male"	"M"	23314
"Total"	"Bingham County, ID"	"16011"			46811
	"Blaine County, ID"	"16013"	"Female"	"F"	11455
	"Blaine County, ID"	"16013"	"Male"	"M"	11566
"Total"	"Blaine County, ID"	"16013"			23021
	"Boise County, ID"	"16015"	"Female"	"F"	3755
	"Boise County, ID"	"16015"	"Male"	"M"	4076
"Total"	"Boise County, ID"	"16015"			7831
	"Bonner County, ID"	"16017"	"Female"	"F"	22893
	"Bonner County, ID"	"16017"	"Male"	"M"	22846
"Total"	"Bonner County, ID"	"16017"			45739
	"Bonneville County, ID"	"16019"	"Female"	"F"	59610
	"Bonneville County, ID"	"16019"	"Male"	"M"	59452
"Total"	"Bonneville County, ID"	"16019"			119062
	"Boundary County, ID"	"16021"	"Female"	"F"	6099
	"Boundary County, ID"	"16021"	"Male"	"M"	6146
"Total"	"Boundary County, ID"	"16021"			12245
	"Butte County, ID"	"16023"	"Female"	"F"	1273
	"Butte County, ID"	"16023"	"Male"	"M"	1324
"Total"	"Butte County, ID"	"16023"			2597
	"Camas County, ID"	"16025"	"Female"	"F"	541
	"Camas County, ID"	"16025"	"Male"	"M"	565
"Total"	"Camas County, ID"	"16025"			1106
	"Canyon County, ID"	"16027"	"Female"	"F"	115774
	"Canyon County, ID"	"16027"	"Male"	"M"	114075
"Total"	"Canyon County, ID"	"16027"			229849
	"Caribou County, ID"	"16029"	"Female"	"F"	3504
	"Caribou County, ID"	"16029"	"Male"	"M"	3651
"Total"	"Caribou County, ID"	"16029"			7155
	"Cassia County, ID"	"16031"	"Female"	"F"	11811
	"Cassia County, ID"	"16031"	"Male"	"M"	12219
"Total"	"Cassia County, ID"	"16031"			24030
	"Clark County, ID"	"16033"	"Female"	"F"	413
	"Clark County, ID"	"16033"	"Male"	"M"	432
"Total"	"Clark County, ID"	"16033"			845
	"Clearwater County, ID"	"16035"	"Female"	"F"	3920
	"Clearwater County, ID"	"16035"	"Male"	"M"	4836
"Total"	"Clearwater County, ID"	"16035"			8756
	"Custer County, ID"	"16037"	"Female"	"F"	2110
	"Custer County, ID"	"16037"	"Male"	"M"	2205
"Total"	"Custer County, ID"	"16037"			4315
	"Elmore County, ID"	"16039"	"Female"	"F"	13096
	"Elmore County, ID"	"16039"	"Male"	"M"	14415
"Total"	"Elmore County, ID"	"16039"			27511
	"Franklin County, ID"	"16041"	"Female"	"F"	6755
	"Franklin County, ID"	"16041"	"Male"	"M"	7121
"Total"	"Franklin County, ID"	"16041"			13876
	"Fremont County, ID"	"16043"	"Female"	"F"	6241
	"Fremont County, ID"	"16043"	"Male"	"M"	6858
"Total"	"Fremont County, ID"	"16043"			13099
	"Gem County, ID"	"16045"	"Female"	"F"	9006
	"Gem County, ID"	"16045"	"Male"	"M"	9106
"Total"	"Gem County, ID"	"16045"			18112
	"Gooding County, ID"	"16047"	"Female"	"F"	7451
	"Gooding County, ID"	"16047"	"Male"	"M"	7728
"Total"	"Gooding County, ID"	"16047"			15179
	"Idaho County, ID"	"16049"	"Female"	"F"	7941
	"Idaho County, ID"	"16049"	"Male"	"M"	8726
"Total"	"Idaho County, ID"	"16049"			16667
	"Jefferson County, ID"	"16051"	"Female"	"F"	14595
	"Jefferson County, ID"	"16051"	"Male"	"M"	15276
"Total"	"Jefferson County, ID"	"16051"			29871
	"Jerome County, ID"	"16053"	"Female"	"F"	11894
	"Jerome County, ID"	"16053"	"Male"	"M"	12518
"Total"	"Jerome County, ID"	"16053"			24412
	"Kootenai County, ID"	"16055"	"Female"	"F"	83699
	"Kootenai County, ID"	"16055"	"Male"	"M"	81998
"Total"	"Kootenai County, ID"	"16055"			165697
	"Latah County, ID"	"16057"	"Female"	"F"	19743
	"Latah County, ID"	"16057"	"Male"	"M"	20365
"Total"	"Latah County, ID"	"16057"			40108
	"Lemhi County, ID"	"16059"	"Female"	"F"	3971
	"Lemhi County, ID"	"16059"	"Male"	"M"	4056
"Total"	"Lemhi County, ID"	"16059"			8027
	"Lewis County, ID"	"16061"	"Female"	"F"	1884
	"Lewis County, ID"	"16061"	"Male"	"M"	1954
"Total"	"Lewis County, ID"	"16061"			3838
	"Lincoln County, ID"	"16063"	"Female"	"F"	2587
	"Lincoln County, ID"	"16063"	"Male"	"M"	2779
"Total"	"Lincoln County, ID"	"16063"			5366
	"Madison County, ID"	"16065"	"Female"	"F"	19680
	"Madison County, ID"	"16065"	"Male"	"M"	20227
"Total"	"Madison County, ID"	"16065"			39907
	"Minidoka County, ID"	"16067"	"Female"	"F"	10527
	"Minidoka County, ID"	"16067"	"Male"	"M"	10512
"Total"	"Minidoka County, ID"	"16067"			21039
	"Nez Perce County, ID"	"16069"	"Female"	"F"	20475
	"Nez Perce County, ID"	"16069"	"Male"	"M"	19933
"Total"	"Nez Perce County, ID"	"16069"			40408
	"Oneida County, ID"	"16071"	"Female"	"F"	2259
	"Oneida County, ID"	"16071"	"Male"	"M"	2272
"Total"	"Oneida County, ID"	"16071"			4531
	"Owyhee County, ID"	"16073"	"Female"	"F"	5777
	"Owyhee County, ID"	"16073"	"Male"	"M"	6046
"Total"	"Owyhee County, ID"	"16073"			11823
	"Payette County, ID"	"16075"	"Female"	"F"	11970
	"Payette County, ID"	"16075"	"Male"	"M"	11981
"Total"	"Payette County, ID"	"16075"			23951
	"Power County, ID"	"16077"	"Female"	"F"	3816
	"Power County, ID"	"16077"	"Male"	"M"	3865
"Total"	"Power County, ID"	"16077"			7681
	"Shoshone County, ID"	"16079"	"Female"	"F"	6408
	"Shoshone County, ID"	"16079"	"Male"	"M"	6474
"Total"	"Shoshone County, ID"	"16079"			12882
	"Teton County, ID"	"16081"	"Female"	"F"	5770
	"Teton County, ID"	"16081"	"Male"	"M"	6372
"Total"	"Teton County, ID"	"16081"			12142
	"Twin Falls County, ID"	"16083"	"Female"	"F"	44059
	"Twin Falls County, ID"	"16083"	"Male"	"M"	42819
"Total"	"Twin Falls County, ID"	"16083"			86878
	"Valley County, ID"	"16085"	"Female"	"F"	5480
	"Valley County, ID"	"16085"	"Male"	"M"	5912
"Total"	"Valley County, ID"	"16085"			11392
	"Washington County, ID"	"16087"	"Female"	"F"	5119
	"Washington County, ID"	"16087"	"Male"	"M"	5075
"Total"	"Washington County, ID"	"16087"			10194
	"Adams County, IL"	"17001"	"Female"	"F"	33203
	"Adams County, IL"	"17001"	"Male"	"M"	32232
"Total"	"Adams County, IL"	"17001"			65435
	"Alexander County, IL"	"17003"	"Female"	"F"	2963
	"Alexander County, IL"	"17003"	"Male"	"M"	2798
"Total"	"Alexander County, IL"	"17003"			5761
	"Bond County, IL"	"17005"	"Female"	"F"	7898
	"Bond County, IL"	"17005"	"Male"	"M"	8528
"Total"	"Bond County, IL"	"17005"			16426
	"Boone County, IL"	"17007"	"Female"	"F"	26776
	"Boone County, IL"	"17007"	"Male"	"M"	26768
"Total"	"Boone County, IL"	"17007"			53544
	"Brown County, IL"	"17009"	"Female"	"F"	2351
	"Brown County, IL"	"17009"	"Male"	"M"	4227
"Total"	"Brown County, IL"	"17009"			6578
	"Bureau County, IL"	"17011"	"Female"	"F"	16624
	"Bureau County, IL"	"17011"	"Male"	"M"	16004
"Total"	"Bureau County, IL"	"17011"			32628
	"Calhoun County, IL"	"17013"	"Female"	"F"	2356
	"Calhoun County, IL"	"17013"	"Male"	"M"	2383
"Total"	"Calhoun County, IL"	"17013"			4739
	"Carroll County, IL"	"17015"	"Female"	"F"	7179
	"Carroll County, IL"	"17015"	"Male"	"M"	7126
"Total"	"Carroll County, IL"	"17015"			14305
	"Cass County, IL"	"17017"	"Female"	"F"	6061
	"Cass County, IL"	"17017"	"Male"	"M"	6086
"Total"	"Cass County, IL"	"17017"			12147
	"Champaign County, IL"	"17019"	"Female"	"F"	105514
	"Champaign County, IL"	"17019"	"Male"	"M"	104175
"Total"	"Champaign County, IL"	"17019"			209689
	"Christian County, IL"	"17021"	"Female"	"F"	15866
	"Christian County, IL"	"17021"	"Male"	"M"	16438
"Total"	"Christian County, IL"	"17021"			32304
	"Clark County, IL"	"17023"	"Female"	"F"	7792
	"Clark County, IL"	"17023"	"Male"	"M"	7649
"Total"	"Clark County, IL"	"17023"			15441
	"Clay County, IL"	"17025"	"Female"	"F"	6653
	"Clay County, IL"	"17025"	"Male"	"M"	6531
"Total"	"Clay County, IL"	"17025"			13184
	"Clinton County, IL"	"17027"	"Female"	"F"	18114
	"Clinton County, IL"	"17027"	"Male"	"M"	19448
"Total"	"Clinton County, IL"	"17027"			37562
	"Coles County, IL"	"17029"	"Female"	"F"	26032
	"Coles County, IL"	"17029"	"Male"	"M"	24589
"Total"	"Coles County, IL"	"17029"			50621
	"Cook County, IL"	"17031"	"Female"	"F"	2649361
	"Cook County, IL"	"17031"	"Male"	"M"	2500872
"Total"	"Cook County, IL"	"17031"			5150233
	"Crawford County, IL"	"17033"	"Female"	"F"	8871
	"Crawford County, IL"	"17033"	"Male"	"M"	9796
"Total"	"Crawford County, IL"	"17033"			18667
	"Cumberland County, IL"	"17035"	"Female"	"F"	5408
	"Cumberland County, IL"	"17035"	"Male"	"M"	5358
"Total"	"Cumberland County, IL"	"17035"			10766
	"DeKalb County, IL"	"17037"	"Female"	"F"	52829
	"DeKalb County, IL"	"17037"	"Male"	"M"	52068
"Total"	"DeKalb County, IL"	"17037"			104897
	"De Witt County, IL"	"17039"	"Female"	"F"	7872
	"De Witt County, IL"	"17039"	"Male"	"M"	7766
"Total"	"De Witt County, IL"	"17039"			15638
	"Douglas County, IL"	"17041"	"Female"	"F"	9797
	"Douglas County, IL"	"17041"	"Male"	"M"	9668
"Total"	"Douglas County, IL"	"17041"			19465
	"DuPage County, IL"	"17043"	"Female"	"F"	469235
	"DuPage County, IL"	"17043"	"Male"	"M"	453686
"Total"	"DuPage County, IL"	"17043"			922921
	"Edgar County, IL"	"17045"	"Female"	"F"	8752
	"Edgar County, IL"	"17045"	"Male"	"M"	8409
"Total"	"Edgar County, IL"	"17045"			17161
	"Edwards County, IL"	"17047"	"Female"	"F"	3265
	"Edwards County, IL"	"17047"	"Male"	"M"	3130
"Total"	"Edwards County, IL"	"17047"			6395
	"Effingham County, IL"	"17049"	"Female"	"F"	17033
	"Effingham County, IL"	"17049"	"Male"	"M"	16975
"Total"	"Effingham County, IL"	"17049"			34008
	"Fayette County, IL"	"17051"	"Female"	"F"	10087
	"Fayette County, IL"	"17051"	"Male"	"M"	11249
"Total"	"Fayette County, IL"	"17051"			21336
	"Ford County, IL"	"17053"	"Female"	"F"	6557
	"Ford County, IL"	"17053"	"Male"	"M"	6404
"Total"	"Ford County, IL"	"17053"			12961
	"Franklin County, IL"	"17055"	"Female"	"F"	19527
	"Franklin County, IL"	"17055"	"Male"	"M"	18942
"Total"	"Franklin County, IL"	"17055"			38469
	"Fulton County, IL"	"17057"	"Female"	"F"	16458
	"Fulton County, IL"	"17057"	"Male"	"M"	17882
"Total"	"Fulton County, IL"	"17057"			34340
	"Gallatin County, IL"	"17059"	"Female"	"F"	2460
	"Gallatin County, IL"	"17059"	"Male"	"M"	2368
"Total"	"Gallatin County, IL"	"17059"			4828
	"Greene County, IL"	"17061"	"Female"	"F"	6413
	"Greene County, IL"	"17061"	"Male"	"M"	6556
"Total"	"Greene County, IL"	"17061"			12969
	"Grundy County, IL"	"17063"	"Female"	"F"	25636
	"Grundy County, IL"	"17063"	"Male"	"M"	25418
"Total"	"Grundy County, IL"	"17063"			51054
	"Hamilton County, IL"	"17065"	"Female"	"F"	4139
	"Hamilton County, IL"	"17065"	"Male"	"M"	3977
"Total"	"Hamilton County, IL"	"17065"			8116
	"Hancock County, IL"	"17067"	"Female"	"F"	8950
	"Hancock County, IL"	"17067"	"Male"	"M"	8758
"Total"	"Hancock County, IL"	"17067"			17708
	"Hardin County, IL"	"17069"	"Female"	"F"	1888
	"Hardin County, IL"	"17069"	"Male"	"M"	1933
"Total"	"Hardin County, IL"	"17069"			3821
	"Henderson County, IL"	"17071"	"Female"	"F"	3415
	"Henderson County, IL"	"17071"	"Male"	"M"	3231
"Total"	"Henderson County, IL"	"17071"			6646
	"Henry County, IL"	"17073"	"Female"	"F"	24511
	"Henry County, IL"	"17073"	"Male"	"M"	24402
"Total"	"Henry County, IL"	"17073"			48913
	"Iroquois County, IL"	"17075"	"Female"	"F"	13765
	"Iroquois County, IL"	"17075"	"Male"	"M"	13349
"Total"	"Iroquois County, IL"	"17075"			27114
	"Jackson County, IL"	"17077"	"Female"	"F"	28628
	"Jackson County, IL"	"17077"	"Male"	"M"	28122
"Total"	"Jackson County, IL"	"17077"			56750
	"Jasper County, IL"	"17079"	"Female"	"F"	4795
	"Jasper County, IL"	"17079"	"Male"	"M"	4815
"Total"	"Jasper County, IL"	"17079"			9610
	"Jefferson County, IL"	"17081"	"Female"	"F"	18285
	"Jefferson County, IL"	"17081"	"Male"	"M"	19399
"Total"	"Jefferson County, IL"	"17081"			37684
	"Jersey County, IL"	"17083"	"Female"	"F"	11177
	"Jersey County, IL"	"17083"	"Male"	"M"	10596
"Total"	"Jersey County, IL"	"17083"			21773
	"Jo Daviess County, IL"	"17085"	"Female"	"F"	10599
	"Jo Daviess County, IL"	"17085"	"Male"	"M"	10636
"Total"	"Jo Daviess County, IL"	"17085"			21235
	"Johnson County, IL"	"17087"	"Female"	"F"	5653
	"Johnson County, IL"	"17087"	"Male"	"M"	6764
"Total"	"Johnson County, IL"	"17087"			12417
	"Kane County, IL"	"17089"	"Female"	"F"	267195
	"Kane County, IL"	"17089"	"Male"	"M"	265208
"Total"	"Kane County, IL"	"17089"			532403
	"Kankakee County, IL"	"17091"	"Female"	"F"	55687
	"Kankakee County, IL"	"17091"	"Male"	"M"	54175
"Total"	"Kankakee County, IL"	"17091"			109862
	"Kendall County, IL"	"17093"	"Female"	"F"	65082
	"Kendall County, IL"	"17093"	"Male"	"M"	63908
"Total"	"Kendall County, IL"	"17093"			128990
	"Knox County, IL"	"17095"	"Female"	"F"	24579
	"Knox County, IL"	"17095"	"Male"	"M"	25120
"Total"	"Knox County, IL"	"17095"			49699
	"Lake County, IL"	"17097"	"Female"	"F"	348241
	"Lake County, IL"	"17097"	"Male"	"M"	348294
"Total"	"Lake County, IL"	"17097"			696535
	"LaSalle County, IL"	"17099"	"Female"	"F"	53825
	"LaSalle County, IL"	"17099"	"Male"	"M"	54844
"Total"	"LaSalle County, IL"	"17099"			108669
	"Lawrence County, IL"	"17101"	"Female"	"F"	6901
	"Lawrence County, IL"	"17101"	"Male"	"M"	8777
"Total"	"Lawrence County, IL"	"17101"			15678
	"Lee County, IL"	"17103"	"Female"	"F"	15985
	"Lee County, IL"	"17103"	"Male"	"M"	18111
"Total"	"Lee County, IL"	"17103"			34096
	"Livingston County, IL"	"17105"	"Female"	"F"	17756
	"Livingston County, IL"	"17105"	"Male"	"M"	17892
"Total"	"Livingston County, IL"	"17105"			35648
	"Logan County, IL"	"17107"	"Female"	"F"	14071
	"Logan County, IL"	"17107"	"Male"	"M"	14547
"Total"	"Logan County, IL"	"17107"			28618
	"McDonough County, IL"	"17109"	"Female"	"F"	15121
	"McDonough County, IL"	"17109"	"Male"	"M"	14561
"Total"	"McDonough County, IL"	"17109"			29682
	"McHenry County, IL"	"17111"	"Female"	"F"	154603
	"McHenry County, IL"	"17111"	"Male"	"M"	153171
"Total"	"McHenry County, IL"	"17111"			307774
	"McLean County, IL"	"17113"	"Female"	"F"	88300
	"McLean County, IL"	"17113"	"Male"	"M"	83217
"Total"	"McLean County, IL"	"17113"			171517
	"Macon County, IL"	"17115"	"Female"	"F"	54209
	"Macon County, IL"	"17115"	"Male"	"M"	49800
"Total"	"Macon County, IL"	"17115"			104009
	"Macoupin County, IL"	"17117"	"Female"	"F"	22736
	"Macoupin County, IL"	"17117"	"Male"	"M"	22190
"Total"	"Macoupin County, IL"	"17117"			44926
	"Madison County, IL"	"17119"	"Female"	"F"	134953
	"Madison County, IL"	"17119"	"Male"	"M"	128013
"Total"	"Madison County, IL"	"17119"			262966
	"Marion County, IL"	"17121"	"Female"	"F"	19003
	"Marion County, IL"	"17121"	"Male"	"M"	18202
"Total"	"Marion County, IL"	"17121"			37205
	"Marshall County, IL"	"17123"	"Female"	"F"	5788
	"Marshall County, IL"	"17123"	"Male"	"M"	5650
"Total"	"Marshall County, IL"	"17123"			11438
	"Mason County, IL"	"17125"	"Female"	"F"	6768
	"Mason County, IL"	"17125"	"Male"	"M"	6591
"Total"	"Mason County, IL"	"17125"			13359
	"Massac County, IL"	"17127"	"Female"	"F"	7151
	"Massac County, IL"	"17127"	"Male"	"M"	6621
"Total"	"Massac County, IL"	"17127"			13772
	"Menard County, IL"	"17129"	"Female"	"F"	6244
	"Menard County, IL"	"17129"	"Male"	"M"	5952
"Total"	"Menard County, IL"	"17129"			12196
	"Mercer County, IL"	"17131"	"Female"	"F"	7742
	"Mercer County, IL"	"17131"	"Male"	"M"	7695
"Total"	"Mercer County, IL"	"17131"			15437
	"Monroe County, IL"	"17133"	"Female"	"F"	17390
	"Monroe County, IL"	"17133"	"Male"	"M"	17247
"Total"	"Monroe County, IL"	"17133"			34637
	"Montgomery County, IL"	"17135"	"Female"	"F"	13521
	"Montgomery County, IL"	"17135"	"Male"	"M"	14893
"Total"	"Montgomery County, IL"	"17135"			28414
	"Morgan County, IL"	"17137"	"Female"	"F"	16639
	"Morgan County, IL"	"17137"	"Male"	"M"	17019
"Total"	"Morgan County, IL"	"17137"			33658
	"Moultrie County, IL"	"17139"	"Female"	"F"	7419
	"Moultrie County, IL"	"17139"	"Male"	"M"	7082
"Total"	"Moultrie County, IL"	"17139"			14501
	"Ogle County, IL"	"17141"	"Female"	"F"	25530
	"Ogle County, IL"	"17141"	"Male"	"M"	25113
"Total"	"Ogle County, IL"	"17141"			50643
	"Peoria County, IL"	"17143"	"Female"	"F"	92252
	"Peoria County, IL"	"17143"	"Male"	"M"	86927
"Total"	"Peoria County, IL"	"17143"			179179
	"Perry County, IL"	"17145"	"Female"	"F"	9365
	"Perry County, IL"	"17145"	"Male"	"M"	11551
"Total"	"Perry County, IL"	"17145"			20916
	"Piatt County, IL"	"17147"	"Female"	"F"	8233
	"Piatt County, IL"	"17147"	"Male"	"M"	8111
"Total"	"Piatt County, IL"	"17147"			16344
	"Pike County, IL"	"17149"	"Female"	"F"	7780
	"Pike County, IL"	"17149"	"Male"	"M"	7781
"Total"	"Pike County, IL"	"17149"			15561
	"Pope County, IL"	"17151"	"Female"	"F"	2030
	"Pope County, IL"	"17151"	"Male"	"M"	2147
"Total"	"Pope County, IL"	"17151"			4177
	"Pulaski County, IL"	"17153"	"Female"	"F"	2753
	"Pulaski County, IL"	"17153"	"Male"	"M"	2582
"Total"	"Pulaski County, IL"	"17153"			5335
	"Putnam County, IL"	"17155"	"Female"	"F"	2806
	"Putnam County, IL"	"17155"	"Male"	"M"	2933
"Total"	"Putnam County, IL"	"17155"			5739
	"Randolph County, IL"	"17157"	"Female"	"F"	14263
	"Randolph County, IL"	"17157"	"Male"	"M"	17519
"Total"	"Randolph County, IL"	"17157"			31782
	"Richland County, IL"	"17159"	"Female"	"F"	7857
	"Richland County, IL"	"17159"	"Male"	"M"	7656
"Total"	"Richland County, IL"	"17159"			15513
	"Rock Island County, IL"	"17161"	"Female"	"F"	71967
	"Rock Island County, IL"	"17161"	"Male"	"M"	69912
"Total"	"Rock Island County, IL"	"17161"			141879
	"St. Clair County, IL"	"17163"	"Female"	"F"	134585
	"St. Clair County, IL"	"17163"	"Male"	"M"	125101
"Total"	"St. Clair County, IL"	"17163"			259686
	"Saline County, IL"	"17165"	"Female"	"F"	11940
	"Saline County, IL"	"17165"	"Male"	"M"	11551
"Total"	"Saline County, IL"	"17165"			23491
	"Sangamon County, IL"	"17167"	"Female"	"F"	101214
	"Sangamon County, IL"	"17167"	"Male"	"M"	93458
"Total"	"Sangamon County, IL"	"17167"			194672
	"Schuyler County, IL"	"17169"	"Female"	"F"	3221
	"Schuyler County, IL"	"17169"	"Male"	"M"	3547
"Total"	"Schuyler County, IL"	"17169"			6768
	"Scott County, IL"	"17171"	"Female"	"F"	2517
